1,1,992,463,69,184,-1,-1,-1,-1
1,2,767,462,45,125,-1,-1,-1,-1
1,3,609,468,43,95,-1,-1,-1,-1
1,4,722,465,43,121,-1,-1,-1,-1
1,5,663,459,34,93,-1,-1,-1,-1
1,6,468,476,40,89,-1,-1,-1,-1
1,7,1219,454,72,171,-1,-1,-1,-1
1,8,1784,557,79,133,-1,-1,-1,-1
1,9,905,485,43,101,-1,-1,-1,-1
1,10,1091,496,51,104,-1,-1,-1,-1
1,11,1273,478,59,148,-1,-1,-1,-1
1,12,838,470,30,108,-1,-1,-1,-1
1,13,950,474,28,114,-1,-1,-1,-1
1,14,858,482,28,96,-1,-1,-1,-1
2,1,997,468,69,180,-1,-1,-1,-1
2,2,768,462,47,125,-1,-1,-1,-1
2,3,609,468,43,95,-1,-1,-1,-1
2,5,664,460,35,93,-1,-1,-1,-1
2,4,722,464,44,122,-1,-1,-1,-1
2,10,1079,491,55,114,-1,-1,-1,-1
2,9,906,484,45,102,-1,-1,-1,-1
2,7,1219,457,70,168,-1,-1,-1,-1
2,11,1266,470,64,157,-1,-1,-1,-1
2,8,1782,556,82,135,-1,-1,-1,-1
2,6,468,478,39,86,-1,-1,-1,-1
2,12,835,470,34,110,-1,-1,-1,-1
2,15,1114,496,37,101,-1,-1,-1,-1
2,13,953,466,31,113,-1,-1,-1,-1
3,2,765,460,50,127,-1,-1,-1,-1
3,1,998,462,66,186,-1,-1,-1,-1
3,3,609,467,43,96,-1,-1,-1,-1
3,5,664,459,34,93,-1,-1,-1,-1
3,4,721,464,43,119,-1,-1,-1,-1
3,7,1217,457,70,170,-1,-1,-1,-1
3,6,469,474,39,97,-1,-1,-1,-1
3,9,906,485,44,102,-1,-1,-1,-1
3,10,1080,489,56,115,-1,-1,-1,-1
3,8,1780,563,79,128,-1,-1,-1,-1
3,11,1268,475,62,150,-1,-1,-1,-1
3,12,844,473,35,107,-1,-1,-1,-1
3,13,956,463,31,111,-1,-1,-1,-1
3,15,1117,495,37,102,-1,-1,-1,-1
4,2,766,461,52,126,-1,-1,-1,-1
4,1,1001,464,68,182,-1,-1,-1,-1
4,3,609,467,42,95,-1,-1,-1,-1
4,5,663,459,34,93,-1,-1,-1,-1
4,7,1216,458,69,169,-1,-1,-1,-1
4,4,725,466,41,120,-1,-1,-1,-1
4,9,905,485,44,101,-1,-1,-1,-1
4,6,468,473,40,101,-1,-1,-1,-1
4,8,1780,564,80,126,-1,-1,-1,-1
4,11,1271,474,61,150,-1,-1,-1,-1
4,10,1080,490,56,114,-1,-1,-1,-1
4,12,843,474,34,106,-1,-1,-1,-1
4,15,1119,496,38,101,-1,-1,-1,-1
4,13,955,464,31,120,-1,-1,-1,-1
5,2,768,463,51,124,-1,-1,-1,-1
5,1,1004,458,72,191,-1,-1,-1,-1
5,3,609,467,43,96,-1,-1,-1,-1
5,5,664,459,34,92,-1,-1,-1,-1
5,7,1216,457,68,170,-1,-1,-1,-1
5,4,723,468,40,118,-1,-1,-1,-1
5,9,906,483,46,104,-1,-1,-1,-1
5,6,469,472,43,107,-1,-1,-1,-1
5,11,1270,470,63,156,-1,-1,-1,-1
5,8,1782,560,78,129,-1,-1,-1,-1
5,10,1092,492,54,110,-1,-1,-1,-1
5,12,846,476,35,103,-1,-1,-1,-1
5,13,958,468,33,113,-1,-1,-1,-1
6,2,770,462,52,125,-1,-1,-1,-1
6,1,1009,460,71,191,-1,-1,-1,-1
6,3,609,468,42,94,-1,-1,-1,-1
6,5,664,460,34,92,-1,-1,-1,-1
6,7,1216,458,68,170,-1,-1,-1,-1
6,4,724,470,40,117,-1,-1,-1,-1
6,8,1784,558,74,132,-1,-1,-1,-1
6,6,472,472,46,110,-1,-1,-1,-1
6,9,906,484,44,103,-1,-1,-1,-1
6,11,1273,467,63,158,-1,-1,-1,-1
6,10,1091,490,51,115,-1,-1,-1,-1
6,12,852,480,32,97,-1,-1,-1,-1
6,13,936,479,48,112,-1,-1,-1,-1
7,2,771,463,52,124,-1,-1,-1,-1
7,1,1017,456,66,201,-1,-1,-1,-1
7,3,609,468,42,94,-1,-1,-1,-1
7,5,664,460,34,92,-1,-1,-1,-1
7,7,1216,459,71,169,-1,-1,-1,-1
7,4,726,471,39,116,-1,-1,-1,-1
7,6,474,470,48,112,-1,-1,-1,-1
7,8,1784,558,78,133,-1,-1,-1,-1
7,9,906,483,44,105,-1,-1,-1,-1
7,11,1272,464,65,162,-1,-1,-1,-1
7,10,1096,488,45,116,-1,-1,-1,-1
7,14,856,480,30,98,-1,-1,-1,-1
7,13,930,480,50,112,-1,-1,-1,-1
8,2,772,464,51,124,-1,-1,-1,-1
8,1,1022,453,64,204,-1,-1,-1,-1
8,3,609,468,42,94,-1,-1,-1,-1
8,5,663,460,34,92,-1,-1,-1,-1
8,6,476,471,47,109,-1,-1,-1,-1
8,7,1216,458,71,169,-1,-1,-1,-1
8,8,1785,558,78,131,-1,-1,-1,-1
8,4,730,472,36,116,-1,-1,-1,-1
8,9,908,486,42,100,-1,-1,-1,-1
8,10,1099,488,45,117,-1,-1,-1,-1
8,11,1266,469,68,155,-1,-1,-1,-1
8,14,856,483,29,95,-1,-1,-1,-1
8,13,945,479,35,110,-1,-1,-1,-1
9,1,1026,462,70,198,-1,-1,-1,-1
9,2,774,464,48,124,-1,-1,-1,-1
9,3,608,468,44,94,-1,-1,-1,-1
9,6,481,472,42,106,-1,-1,-1,-1
9,5,664,461,35,91,-1,-1,-1,-1
9,7,1216,458,73,169,-1,-1,-1,-1
9,4,729,472,37,116,-1,-1,-1,-1
9,8,1786,560,76,130,-1,-1,-1,-1
9,12,852,479,32,98,-1,-1,-1,-1
9,9,908,485,41,101,-1,-1,-1,-1
9,10,1108,493,39,105,-1,-1,-1,-1
9,11,1265,467,70,158,-1,-1,-1,-1
9,13,950,478,34,111,-1,-1,-1,-1
10,1,1024,460,76,200,-1,-1,-1,-1
10,2,774,463,48,125,-1,-1,-1,-1
10,3,608,468,43,93,-1,-1,-1,-1
10,5,663,460,34,91,-1,-1,-1,-1
10,6,478,474,45,110,-1,-1,-1,-1
10,7,1218,457,72,171,-1,-1,-1,-1
10,4,729,471,38,119,-1,-1,-1,-1
10,8,1785,560,73,129,-1,-1,-1,-1
10,9,907,484,42,103,-1,-1,-1,-1
10,10,1114,495,35,103,-1,-1,-1,-1
10,12,852,478,31,101,-1,-1,-1,-1
10,11,1266,466,72,159,-1,-1,-1,-1
10,13,948,474,32,116,-1,-1,-1,-1
11,1,1026,460,83,202,-1,-1,-1,-1
11,2,776,463,48,125,-1,-1,-1,-1
11,3,606,467,44,96,-1,-1,-1,-1
11,5,662,460,35,92,-1,-1,-1,-1
11,6,480,473,47,113,-1,-1,-1,-1
11,8,1776,552,87,138,-1,-1,-1,-1
11,4,729,471,38,119,-1,-1,-1,-1
11,7,1215,464,68,162,-1,-1,-1,-1
11,9,907,484,40,102,-1,-1,-1,-1
11,11,1269,470,70,155,-1,-1,-1,-1
11,12,853,479,30,101,-1,-1,-1,-1
11,15,1124,495,34,102,-1,-1,-1,-1
11,13,943,477,33,113,-1,-1,-1,-1
11,10,1107,490,32,113,-1,-1,-1,-1
12,1,1028,457,86,206,-1,-1,-1,-1
12,2,777,461,47,127,-1,-1,-1,-1
12,3,606,466,45,96,-1,-1,-1,-1
12,5,662,460,35,91,-1,-1,-1,-1
12,6,481,476,52,114,-1,-1,-1,-1
12,7,1220,465,61,164,-1,-1,-1,-1
12,4,730,472,40,119,-1,-1,-1,-1
12,8,1782,555,79,136,-1,-1,-1,-1
12,9,907,484,41,102,-1,-1,-1,-1
12,12,853,478,31,101,-1,-1,-1,-1
12,11,1273,472,65,152,-1,-1,-1,-1
12,13,942,479,33,110,-1,-1,-1,-1
12,15,1128,497,31,94,-1,-1,-1,-1
13,1,1032,459,85,205,-1,-1,-1,-1
13,2,778,462,47,126,-1,-1,-1,-1
13,3,606,465,45,96,-1,-1,-1,-1
13,8,1777,554,88,136,-1,-1,-1,-1
13,5,662,460,35,91,-1,-1,-1,-1
13,6,482,475,51,121,-1,-1,-1,-1
13,7,1217,465,64,164,-1,-1,-1,-1
13,4,729,473,40,120,-1,-1,-1,-1
13,9,910,484,39,101,-1,-1,-1,-1
13,11,1272,478,63,146,-1,-1,-1,-1
13,14,857,479,28,101,-1,-1,-1,-1
13,15,1130,493,31,105,-1,-1,-1,-1
13,13,941,480,33,108,-1,-1,-1,-1
13,12,842,475,27,105,-1,-1,-1,-1
14,1,1038,458,82,204,-1,-1,-1,-1
14,2,780,462,48,127,-1,-1,-1,-1
14,3,606,466,45,96,-1,-1,-1,-1
14,8,1778,554,88,136,-1,-1,-1,-1
14,5,663,461,35,90,-1,-1,-1,-1
14,4,730,471,43,121,-1,-1,-1,-1
14,6,485,477,48,117,-1,-1,-1,-1
14,7,1220,463,63,164,-1,-1,-1,-1
14,14,858,481,30,98,-1,-1,-1,-1
14,9,906,485,40,103,-1,-1,-1,-1
14,13,935,481,36,109,-1,-1,-1,-1
14,11,1264,471,70,151,-1,-1,-1,-1
14,12,843,477,28,103,-1,-1,-1,-1
14,15,1129,491,31,105,-1,-1,-1,-1
15,2,780,463,48,126,-1,-1,-1,-1
15,1,1042,460,81,202,-1,-1,-1,-1
15,3,606,467,44,95,-1,-1,-1,-1
15,4,731,470,43,122,-1,-1,-1,-1
15,5,663,460,34,91,-1,-1,-1,-1
15,8,1781,557,78,133,-1,-1,-1,-1
15,6,489,475,46,121,-1,-1,-1,-1
15,7,1219,466,64,159,-1,-1,-1,-1
15,11,1270,466,70,157,-1,-1,-1,-1
15,14,856,480,29,100,-1,-1,-1,-1
15,9,907,485,38,103,-1,-1,-1,-1
15,13,939,481,34,110,-1,-1,-1,-1
15,15,1128,489,29,111,-1,-1,-1,-1
16,1,1050,462,75,199,-1,-1,-1,-1
